"x","y","scientific_name","common_name","observation_date","number_found","observer","organization_name","confirmed_ind","species_id_method_name_array","species_verified_by_name","follow_up_name","evaluation_type_name","has_photo_ind","confidential_ind","source_unique_id","source_record_url","imap_url","imap_id","species_type","growth_habit","jurisdiction","county","regional_management_partnership","waterbody","bulk_upload_id","bulk_upload_name","uuid","jurisdiction_species_id","projects","project_ids","approximate_ind","approximate_to"
"-73.9783917","40.7508083","Lycorma delicatula","Spotted Lanternfly","19-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95615466","https://www.inaturalist.org/observations/95615466","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164317.html","1164317","Animal","Plant Pest","New York","New York","Lower Hudson","","","","e5068775-d726-4d30-9d4b-dd1812b5911c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9736898","40.7547631","Lycorma delicatula","Spotted Lanternfly","19-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95617108","https://www.inaturalist.org/observations/95617108","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164318.html","1164318","Animal","Plant Pest","New York","New York","Lower Hudson","","","","0777082f-eb2e-4625-b037-53cda2ee8275","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0006960","40.6923290","Lycorma delicatula","Spotted Lanternfly","17-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95641050","https://www.inaturalist.org/observations/95641050","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164319.html","1164319","Animal","Plant Pest","New York","Kings","LIISMA","","","","f71c90f1-4faf-4c4f-841a-84fe93ab4995","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9456633","40.7217450","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95648330","https://www.inaturalist.org/observations/95648330","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164320.html","1164320","Animal","Plant Pest","New York","Kings","LIISMA","","","","3bb704f3-fecb-4b0d-9621-a0ee91e85810","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9966905","40.7025548","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95649786","https://www.inaturalist.org/observations/95649786","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164321.html","1164321","Animal","Plant Pest","New York","New York","","","","","ede9dd39-2649-4be0-84d5-f1b75c2b2381","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9245088","40.8486835","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","Chris McArdle","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164452.html","1164452","Animal","Plant Pest","New York","Bronx","Lower Hudson","","","","c50e7acc-4de1-4916-84fc-075cc61f0c6d","1499","Lower Hudson PRISM - General","587","false",""
"-73.9908333","40.6628139","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95671345","https://www.inaturalist.org/observations/95671345","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164474.html","1164474","Animal","Plant Pest","New York","Kings","LIISMA","","","","d753ed98-67a2-45d9-bc02-a34b961fff96","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1183931","40.6311341","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95713288","https://www.inaturalist.org/observations/95713288","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164480.html","1164480","Animal","Plant Pest","New York","Richmond","LIISMA","","","","af661ef1-5e76-4cd0-8102-5bdc26d2e0bc","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0010528","40.7053861","Lycorma delicatula","Spotted Lanternfly","20-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95716215","https://www.inaturalist.org/observations/95716215","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164481.html","1164481","Animal","Plant Pest","New York","New York","","","","","68f9b370-8dbc-48bd-87a1-66caef4ff286","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0923388","40.6059300","Lycorma delicatula","Spotted Lanternfly","07-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95722513","https://www.inaturalist.org/observations/95722513","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164482.html","1164482","Animal","Plant Pest","New York","Richmond","LIISMA","","","","fcb00ceb-b72c-40ba-b87a-88d04c04bd62","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0666888","40.5929367","Lycorma delicatula","Spotted Lanternfly","07-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","94002238","https://www.inaturalist.org/observations/94002238","https://imapinvasives.natureserve.org/imap/services/page/Presence/1162133.html","1162133","Animal","Plant Pest","New York","Richmond","LIISMA","","","","e3e827e5-9eae-4360-8036-9d060ea18694","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0217916","40.6852359","Lycorma delicatula","Spotted Lanternfly","13-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95768368","https://www.inaturalist.org/observations/95768368","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164648.html","1164648","Animal","Plant Pest","New York","New York","Lower Hudson","","","","9fbb4421-6374-45fd-ba37-4c9a614ae1e2","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9907944","40.6628250","Lycorma delicatula","Spotted Lanternfly","22-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95769185","https://www.inaturalist.org/observations/95769185","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164650.html","1164650","Animal","Plant Pest","New York","Kings","LIISMA","","","","00ea7a87-f69d-483f-98da-3f5b78a3af89","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9610955","40.7969012","Lycorma delicatula","Spotted Lanternfly","22-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95772334","https://www.inaturalist.org/observations/95772334","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164651.html","1164651","Animal","Plant Pest","New York","New York","Lower Hudson","","","","4735a004-d36e-4a8b-aff1-e5800e6eb300","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9697717","40.7537500","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95773944","https://www.inaturalist.org/observations/95773944","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164652.html","1164652","Animal","Plant Pest","New York","New York","Lower Hudson","","","","a9f3e607-751a-48a7-bbfc-962001dfcf8a","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9908472","40.6627139","Lycorma delicatula","Spotted Lanternfly","22-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95782778","https://www.inaturalist.org/observations/95782778","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164653.html","1164653","Animal","Plant Pest","New York","Kings","LIISMA","","","","496b3a19-6b86-4dc7-bcfd-6d2cf523620b","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1184624","40.6326143","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","95799321","https://www.inaturalist.org/observations/95799321","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164656.html","1164656","Animal","Plant Pest","New York","Richmond","LIISMA","","","","7c7fbae6-293d-4c2c-977f-2d2044bf06fb","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0155366","40.7175248","Lycorma delicatula","Spotted Lanternfly","23-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95935960","https://www.inaturalist.org/observations/95935960","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164850.html","1164850","Animal","Plant Pest","New York","New York","","","","","92933752-4b78-4eb4-97d2-ae2fb1d06850","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9525896","40.6747574","Lycorma delicatula","Spotted Lanternfly","14-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95871963","https://www.inaturalist.org/observations/95871963","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164846.html","1164846","Animal","Plant Pest","New York","Kings","LIISMA","","","","974ce77d-4e8f-449b-9152-23baec446b53","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8037939","40.6904830","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95968949","https://www.inaturalist.org/observations/95968949","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164851.html","1164851","Animal","Plant Pest","New York","Queens","LIISMA","","","","b6a9723a-75de-4835-ae66-2f09ab2627b6","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9906833","40.6650611","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95978026","https://www.inaturalist.org/observations/95978026","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164852.html","1164852","Animal","Plant Pest","New York","Kings","LIISMA","","","","fea02edb-1001-418b-9c11-a5c45829c376","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0154190","40.6928749","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95987101","https://www.inaturalist.org/observations/95987101","https://imapinvasives.natureserve.org/imap/services/page/Presence/1164853.html","1164853","Animal","Plant Pest","New York","New York","Lower Hudson","","","","50d75ae1-729b-4cb8-95b9-897029bb509f","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9609917","40.7940667","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96019722","https://www.inaturalist.org/observations/96019722","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165039.html","1165039","Animal","Plant Pest","New York","New York","Lower Hudson","","","","2fe7e036-119a-4de0-bb5c-e1be48f58d26","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9728518","40.7638349","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96174118","https://www.inaturalist.org/observations/96174118","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165057.html","1165057","Animal","Plant Pest","New York","New York","Lower Hudson","","","","77bb961b-1d05-46b6-a7fa-a0495e46f262","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1691367","40.5717383","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","95995592","https://www.inaturalist.org/observations/95995592","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165036.html","1165036","Animal","Plant Pest","New York","Richmond","LIISMA","","","","d3ff952d-94cb-4857-aded-f82942a394fd","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8729147","40.6405024","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","","","","true","false","96010201","https://www.inaturalist.org/observations/96010201","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165037.html","1165037","Animal","Plant Pest","New York","Kings","LIISMA","","","","6b6a1f29-0f63-4d46-9531-bd8b1aaaee8f","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0029972","40.7485700","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96019018","https://www.inaturalist.org/observations/96019018","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165038.html","1165038","Animal","Plant Pest","New York","New York","Lower Hudson","","","","9fd7528e-68a6-45e5-8588-1ea620ca48d0","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9938367","40.7210217","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96060897","https://www.inaturalist.org/observations/96060897","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165040.html","1165040","Animal","Plant Pest","New York","New York","Lower Hudson","","","","c0f1018b-c7dd-46b4-8107-647005325fd9","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9763717","40.6707383","Lycorma delicatula","Spotted Lanternfly","19-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96061122","https://www.inaturalist.org/observations/96061122","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165041.html","1165041","Animal","Plant Pest","New York","Kings","LIISMA","","","","786dc5b2-db31-493b-9917-0ff3b6743f5c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0162972","40.6870717","Lycorma delicatula","Spotted Lanternfly","18-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96061201","https://www.inaturalist.org/observations/96061201","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165042.html","1165042","Animal","Plant Pest","New York","New York","","Raritan Bay","","","3b771a56-a2e1-4f20-a0e4-d7fe9754079c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0086139","40.7094383","Lycorma delicatula","Spotted Lanternfly","07-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96061361","https://www.inaturalist.org/observations/96061361","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165043.html","1165043","Animal","Plant Pest","New York","New York","Lower Hudson","","","","95add826-f7c8-4058-a398-b13fa304de0c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9729467","40.7790033","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96086991","https://www.inaturalist.org/observations/96086991","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165044.html","1165044","Animal","Plant Pest","New York","New York","Lower Hudson","","","","875820b7-a393-4b1a-803f-83e532c99a44","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9542551","40.6905510","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96105141","https://www.inaturalist.org/observations/96105141","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165045.html","1165045","Animal","Plant Pest","New York","Kings","LIISMA","","","","babee35c-eee5-4bac-a52f-71b6ae5c5b79","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9666258","40.7859425","Lycorma delicatula","Spotted Lanternfly","21-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96110598","https://www.inaturalist.org/observations/96110598","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165047.html","1165047","Animal","Plant Pest","New York","New York","Lower Hudson","","","","4dcef624-c6e4-487f-bd73-b30ab2df5e79","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0259990","40.6853736","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96117893","https://www.inaturalist.org/observations/96117893","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165048.html","1165048","Animal","Plant Pest","New York","New York","Lower Hudson","","","","f67311fe-5aef-4f10-9e32-bc424d47eee4","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9455998","40.6775698","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96121891","https://www.inaturalist.org/observations/96121891","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165049.html","1165049","Animal","Plant Pest","New York","Kings","LIISMA","","","","8ea51556-690f-4bac-9759-27c59289cb37","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8272860","40.8519120","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96124116","https://www.inaturalist.org/observations/96124116","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165050.html","1165050","Animal","Plant Pest","New York","Bronx","Lower Hudson","","","","1179ee4b-c272-4b7f-9fd3-21e369191962","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8620718","40.6430223","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96133325","https://www.inaturalist.org/observations/96133325","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165052.html","1165052","Animal","Plant Pest","New York","Kings","LIISMA","","","","27652c3e-7295-47b8-adcd-e860eda5731a","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.8811973","40.5626050","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96138134","https://www.inaturalist.org/observations/96138134","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165053.html","1165053","Animal","Plant Pest","New York","Queens","LIISMA","","","","61fd1bcc-73a5-4157-afe4-97a8b498f6f0","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9412342","40.8510551","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96154809","https://www.inaturalist.org/observations/96154809","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165054.html","1165054","Animal","Plant Pest","New York","New York","Lower Hudson","","","","b06ffc4a-7bb0-4d17-9ff3-dddf5761ae45","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1658599","40.5818451","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96163046","https://www.inaturalist.org/observations/96163046","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165055.html","1165055","Animal","Plant Pest","New York","Richmond","LIISMA","","","","fd331228-779f-4d68-b42e-d7872ee7fd4c","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1509650","40.5975422","Lycorma delicatula","Spotted Lanternfly","24-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96173882","https://www.inaturalist.org/observations/96173882","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165056.html","1165056","Animal","Plant Pest","New York","Richmond","LIISMA","","","","249dfa16-6454-4879-8203-6c1a7f8e1b2f","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9773167","40.7568083","Lycorma delicatula","Spotted Lanternfly","25-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96174178","https://www.inaturalist.org/observations/96174178","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165058.html","1165058","Animal","Plant Pest","New York","New York","Lower Hudson","","","","03f5cedf-c482-49c6-9d41-4c1fff1dc8a3","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0177284","40.7068918","Lycorma delicatula","Spotted Lanternfly","16-Aug-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96202123","https://www.inaturalist.org/observations/96202123","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165059.html","1165059","Animal","Plant Pest","New York","New York","Lower Hudson","","","","fc951422-8de6-4949-8f99-2dbbfe7eeaae","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9995724","40.6947135","Lycorma delicatula","Spotted Lanternfly","19-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96221526","https://www.inaturalist.org/observations/96221526","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165060.html","1165060","Animal","Plant Pest","New York","Kings","LIISMA","","","","1cea289f-2024-432e-a43c-8779aca4cb10","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9707028","40.7445500","Lycorma delicatula","Spotted Lanternfly","12-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96267567","https://www.inaturalist.org/observations/96267567","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165062.html","1165062","Animal","Plant Pest","New York","New York","Lower Hudson","","","","551d7f28-d797-42cd-86a3-ad0382461008","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0125411","40.7016887","Lycorma delicatula","Spotted Lanternfly","26-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96301688","https://www.inaturalist.org/observations/96301688","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165066.html","1165066","Animal","Plant Pest","New York","New York","Lower Hudson","","","","a772ed97-84d4-4735-91fa-3585261773f1","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1106040","40.5668621","Lycorma delicatula","Spotted Lanternfly","14-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96320518","https://www.inaturalist.org/observations/96320518","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165067.html","1165067","Animal","Plant Pest","New York","Richmond","LIISMA","","","","115a3a93-d7c2-4528-b51d-118e59e7ea61","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9274533","40.8704417","Lycorma delicatula","Spotted Lanternfly","26-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96349206","https://www.inaturalist.org/observations/96349206","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165068.html","1165068","Animal","Plant Pest","New York","New York","Lower Hudson","","","","c96bf318-c437-4ec2-a0dd-06f0ba759ff5","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1756720","40.5307370","Lycorma delicatula","Spotted Lanternfly","07-Sep-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","93982020","https://www.inaturalist.org/observations/93982020","https://imapinvasives.natureserve.org/imap/services/page/Presence/1162131.html","1162131","Animal","Plant Pest","New York","Richmond","LIISMA","","","","879be217-770a-4cac-bdc9-7e9788b57113","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9967200","40.7026283","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96370533","https://www.inaturalist.org/observations/96370533","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165524.html","1165524","Animal","Plant Pest","New York","New York","","","","","2c64c24c-b853-45cf-92cd-6857004a080f","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9512472","40.8152778","Lycorma delicatula","Spotted Lanternfly","21-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96374025","https://www.inaturalist.org/observations/96374025","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165525.html","1165525","Animal","Plant Pest","New York","New York","Lower Hudson","","","","002f10dd-bbcd-44da-adfc-be438f8e5e7f","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0074695","40.7034133","Lycorma delicatula","Spotted Lanternfly","27-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96377249","https://www.inaturalist.org/observations/96377249","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165526.html","1165526","Animal","Plant Pest","New York","New York","Lower Hudson","","","","ca6a045e-702d-4dd3-bff3-b06afb53c3fa","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0036540","40.6514053","Lycorma delicatula","Spotted Lanternfly","27-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96377350","https://www.inaturalist.org/observations/96377350","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165527.html","1165527","Animal","Plant Pest","New York","Kings","LIISMA","","","","58ebca10-f5f1-42aa-af21-97aedc9ec8d2","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.0173123","40.6305492","Lycorma delicatula","Spotted Lanternfly","27-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96404121","https://www.inaturalist.org/observations/96404121","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165528.html","1165528","Animal","Plant Pest","New York","Kings","LIISMA","","","","72b494c4-ec46-4f1c-b132-d5cda072b685","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9741874","40.6920638","Lycorma delicatula","Spotted Lanternfly","18-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","96428707","https://www.inaturalist.org/observations/96428707","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165533.html","1165533","Animal","Plant Pest","New York","Kings","LIISMA","","","","81134bb7-8eff-4f41-a2e9-ab56a6bdd223","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-74.1674470","40.6020240","Lycorma delicatula","Spotted Lanternfly","11-Sep-2021","","iNaturalist User [NY]","","true","Photo ID,Locally common","Thomas Allgaier","","","true","false","96474657","https://www.inaturalist.org/observations/96474657","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165543.html","1165543","Animal","Plant Pest","New York","Richmond","LIISMA","","","","8f1a6e28-6d8f-4cb0-b9dc-7134e7a455de","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
"-73.9584024","40.8244406","Lycorma delicatula","Spotted Lanternfly","27-Sep-2021","1","Thomas Schindelman","","true","Photo ID","Thomas Allgaier","","","true","false","","","https://imapinvasives.natureserve.org/imap/services/page/Presence/1165582.html","1165582","Animal","Plant Pest","New York","New York","Lower Hudson","","","","0481267a-3545-4940-acfd-e1d193aefce4","1499","","","false",""
"-73.9223867","40.6891417","Lycorma delicatula","Spotted Lanternfly","06-Sep-2021","","iNaturalist User [NY]","","true","Photo ID","Thomas Allgaier","","","true","false","93955442","https://www.inaturalist.org/observations/93955442","https://imapinvasives.natureserve.org/imap/services/page/Presence/1162130.html","1162130","Animal","Plant Pest","New York","Kings","LIISMA","","","","530e6f56-4776-4c6b-b340-357b78189610","1499","iNaturalist - High Priority Species BATCH CROSSWALK","1052","false",""
